id,name,conference,nat_rank,commits,five_star,four_star,three_star,avg,points,year
2495,Middle Tennessee State,C-USA,86,25,0,0,9,79.21,134.77,2015
2496,Southern Miss,C-USA,87,27,0,0,11,78.96,133.4,2015
2497,South Alabama,SBC,88,23,0,0,12,79.89,132.17,2015
2498,Houston,AAC,89,19,0,0,8,79.71,131.58,2015
2499,Arkansas State,SBC,90,23,0,0,12,80.15,131.45,2015
2500,Tulane,AAC,91,19,0,0,8,80.02,128.9,2015
2501,Ohio,MAC,92,26,0,0,11,78.1,128.68,2015
2502,East Carolina,AAC,93,14,0,0,12,81.77,126.85,2015
2503,North Texas,C-USA,94,24,0,0,9,78.89,126.6,2015
2504,Texas State,SBC,95,23,0,0,7,78.82,124.71,2015
2505,Utah State,M-West,96,20,0,0,10,79.66,124.56,2015
2506,Central Michigan,MAC,97,20,0,0,12,79.86,123.63,2015
2507,Nevada,M-West,98,18,0,0,9,79.61,122.5,2015
2508,Connecticut,Ind.,99,23,0,0,11,79.28,120.89,2015
2509,FIU,C-USA,100,23,0,0,6,78.96,120.42,2015
2510,Rice,C-USA,101,19,0,0,7,79.05,120.11,2015
2511,Kent State,MAC,102,22,0,0,7,78.71,119.93,2015
2512,UTSA,C-USA,103,31,0,0,11,78.45,119.88,2015
2513,Bowling Green,MAC,104,24,0,0,5,78.34,119.83,2015
2514,Ball State,MAC,105,25,0,0,7,78.19,119.7,2015
2515,UNLV,M-West,106,22,0,0,7,78.81,119.46,2015
2516,Massachusetts,Ind.,107,22,0,0,5,77.81,118.12,2015
2517,Louisiana-Monroe,SBC,108,27,0,0,6,78.15,116.67,2015
2518,Tulsa,AAC,109,18,0,0,4,79.07,116.08,2015
2519,Old Dominion,C-USA,110,24,0,0,4,78.09,115.65,2015
2520,Western Kentucky,C-USA,111,21,0,0,5,78.79,115.65,2015
2521,Navy,AAC,112,29,0,0,6,77.6,114.7,2015
2522,Wyoming,M-West,113,23,0,0,5,78.73,114.32,2015
2523,Appalachian State,SBC,114,22,0,0,4,78.42,112.03,2015
2524,Eastern Michigan,MAC,115,26,0,0,6,77.33,110.15,2015
2525,New Mexico,M-West,116,22,0,0,6,78.14,110.03,2015
2526,Troy,SBC,117,21,0,0,6,78.42,107.58,2015
2527,Buffalo,MAC,118,20,0,0,4,77.55,103.21,2015
2528,Colorado State,M-West,119,14,0,0,6,79.27,101.72,2015
2529,Army,Ind.,120,39,0,0,2,76.64,100.83,2015
2530,Idaho,,121,26,0,0,3,76.76,98.54,2015
2531,Hawaii,M-West,122,14,0,0,5,78.87,98.16,2015
2532,Air Force,M-West,123,23,0,0,2,76.86,98.02,2015
2533,Georgia State,SBC,124,19,0,0,1,77,90.61,2015
2534,New Mexico State,Ind.,125,25,0,0,0,76.19,87.78,2015
2535,Charlotte,C-USA,126,16,0,0,2,77.44,86.91,2015
2536,Akron,MAC,127,18,0,0,1,76.01,82.38,2015
2537,UTEP,C-USA,128,22,0,0,1,75.68,73.03,2015
2538,Harvard,,129,7,0,0,3,80.12,67.37,2015
2539,Northern Arizona,,130,8,0,0,3,78.89,65.76,2015
2540,Chattanooga,,131,9,0,0,0,77.82,63.37,2015
2541,North Dakota State,,132,16,0,0,1,74.78,63.16,2015
2542,Jacksonville State,,133,7,0,0,3,78.77,59,2015
2543,Towson,,134,5,0,0,4,79.69,47.49,2015
2544,James Madison,,135,5,0,0,3,79.54,46.41,2015
2545,Yale,,136,6,0,0,3,77.62,45.08,2015
2546,Western Carolina,,137,5,0,0,3,78.9,43.67,2015
2547,Stephen F. Austin,,138,6,0,0,1,77.09,41.3,2015
2548,UT Martin,,139,6,0,0,3,76.74,39.72,2015
2549,UC Davis,,140,5,0,0,1,78.13,39.45,2015
2550,Northern Iowa,,141,7,0,0,1,75.79,39.11,2015
2551,Liberty,Ind.,142,4,0,0,3,79.62,38.13,2015
2552,Samford,,143,6,0,0,2,76.41,37.8,2015
2553,Abilene Christian,,144,4,0,0,2,79.55,37.6,2015
2554,South Dakota,,145,5,0,0,2,77.64,37.56,2015
2555,Southern Illinois,,146,11,0,0,0,73.55,37.12,2015
2556,Montana,,147,3,0,0,3,82.48,37.09,2015
2557,Southeast Missouri State,,148,6,0,0,2,76.2,36.75,2015
2558,South Carolina State,,149,6,0,0,0,76.22,36.33,2015
2559,Lafayette,,150,6,0,0,0,76.18,35.89,2015
2560,Weber State,,151,5,0,0,2,77.27,35.75,2015
2561,Princeton,,152,4,0,0,2,78.98,35.28,2015
2562,Austin Peay,,153,30,0,0,0,71.21,35.12,2015
2563,Monmouth,,154,7,0,0,1,75.09,35.02,2015
2564,Cal Poly,,155,4,0,0,3,78.83,34.98,2015
2565,Villanova,,156,12,0,0,0,72.91,34.1,2015
2566,William & Mary,,157,5,0,0,2,76.8,33.75,2015
2567,South Dakota State,,158,10,0,0,1,73.45,33.71,2015
2568,Florida A&M,,159,6,0,0,2,75.54,32.93,2015
2569,Furman,,160,4,0,0,1,78.35,32.92,2015
2570,Duquesne,,161,6,0,0,2,75.49,32.39,2015
2571,Delaware,,162,10,0,0,0,73.31,32.38,2015
2572,Illinois State,,163,8,0,0,1,74.11,32.28,2015
2573,East Tennessee State,,164,7,0,0,2,74.53,31.28,2015
2574,Alcorn State,,165,3,0,0,2,80.25,30.6,2015
2575,The Citadel,,166,9,0,0,1,73.4,30.4,2015
2576,Wofford,,167,4,0,0,1,77.65,30.13,2015
2577,Sam Houston State,,168,3,0,0,2,80.07,29.96,2015
2578,Western Illinois,,169,5,0,0,2,75.82,28.88,2015
2579,Bethune-Cookman,,170,3,0,0,1,78.98,26.73,2015
2580,Coastal Carolina,SBC,171,7,0,0,1,73.87,26.71,2015
2581,Dartmouth,,172,5,0,0,1,75.32,26.36,2015
2582,Colgate,,173,3,0,0,1,78.79,26.17,2015
2583,Rhode Island,,174,5,0,0,1,75.22,25.89,2015
2584,Southeastern Louisiana,,175,3,0,0,1,78.24,24.51,2015
2585,Mercer,,176,9,0,0,0,72.64,23.29,2015
2586,Northwestern State,,177,5,0,0,1,74.59,22.92,2015
2587,North Dakota,,178,4,0,0,1,75.62,22.25,2015
2588,Eastern Washington,,179,3,0,0,0,77.41,22.02,2015
2589,Texas Southern,,180,3,0,0,2,77.2,21.52,2015
2590,Incarnate Word,,181,2,0,0,1,80.79,21.52,2015
2591,Lehigh,,182,5,0,0,1,74.26,21.25,2015
2592,Youngstown State,,183,4,0,0,1,75.33,21.21,2015
2593,Central Arkansas,,184,3,0,0,1,77.04,21.06,2015
2594,Indiana State,,185,4,0,0,1,74.92,19.63,2015
2595,Tennessee Tech,,186,2,0,0,0,79.65,19.23,2015
2596,Prairie View A&M,,187,4,0,0,0,74.55,18.14,2015
2597,Presbyterian,,188,3,0,0,1,75.65,16.93,2015
2598,Gardner-Webb,,189,3,0,0,1,75.61,16.8,2015
2599,New Hampshire,,190,3,0,0,1,75.55,16.61,2015
2600,Delta State,,191,4,0,0,0,74.14,16.53,2015
2602,Kennesaw State,,193,11,0,0,1,71.44,15.83,2015
2603,Henderson State,,194,1,0,0,1,85.79,15.79,2015
2604,Richmond,,195,6,0,0,1,72.62,15.69,2015
2605,Saint Francis (PA),,196,2,0,0,0,77.78,15.51,2015
2606,Robert Morris,,197,3,0,0,1,74.99,14.96,2015
2607,Cornell,,198,2,0,0,0,76.87,13.69,2015
2608,Marist,,199,2,0,0,1,76.83,13.67,2015
2610,Northern Colorado,,201,1,0,0,1,83.33,13.33,2015
2611,Portland State,,202,2,0,0,0,76.67,13.29,2015
2612,Holy Cross,,203,2,0,0,0,76.67,13.29,2015
2613,Hampton,,204,1,0,0,1,82.87,12.87,2015
2614,Grand Valley State,,205,5,0,0,0,72.44,12.2,2015
2615,West Texas A&M,,206,1,0,0,1,82.17,12.17,2015
2616,Bucknell,,207,9,0,0,1,71.32,11.95,2015
2617,North Carolina Central,,208,1,0,0,1,81.23,11.23,2015
2618,Charleston Southern,,209,6,0,0,0,71.86,11.13,2015
2619,Elon,,210,5,0,0,1,72.21,11.06,2015
2620,Eastern Kentucky,,211,2,0,0,1,75.51,11.01,2015
2622,McNeese State,,213,3,0,0,1,73.64,10.93,2015
2623,Valparaiso,,214,1,0,0,1,80.32,10.32,2015
2624,Missouri State,,215,2,0,0,1,75,10,2015
2625,Alabama State,,216,2,0,0,1,74.99,9.97,2015
2627,Jackson State,,218,2,0,0,0,74.78,9.56,2015
2628,Columbia,,219,2,0,0,0,74.73,9.46,2015
2629,Murray State,,220,1,0,0,0,79.32,9.32,2015
2632,Maine,,223,2,0,0,0,74.43,8.86,2015
2633,Idaho State,,224,1,0,0,0,78.57,8.57,2015
2634,Norfolk State,,225,1,0,0,0,77.98,7.98,2015
2635,Montana State,,226,2,0,0,0,73.99,7.98,2015
2636,Stony Brook,,227,2,0,0,0,73.91,7.82,2015
2637,Tennessee State,,228,1,0,0,0,77.57,7.57,2015
2638,Georgetown,,229,4,0,0,0,71.73,6.92,2015
2639,Butler,,230,1,0,0,0,76.67,6.67,2015
2640,Sacramento State,,231,1,0,0,0,76.67,6.67,2015
2641,Southwest Minnesota State,,232,1,0,0,0,76.53,6.53,2015
2642,Lamar,,233,4,0,0,0,71.58,6.31,2015
2643,Southern Utah,,234,1,0,0,0,75.98,5.98,2015
2644,Fordham,,235,7,0,0,0,70.71,5,2015
2645,Delaware State,,236,1,0,0,0,74.98,4.98,2015
2646,Wingate,,237,2,0,0,0,71.97,3.93,2015
2647,Mississippi Valley State,,238,1,0,0,0,73.3,3.3,2015
2671,Saginaw Valley State,,262,1,0,0,0,70,0,2015
2672,Savannah State,,263,1,0,0,0,70,0,2015
2673,UAB,C-USA,264,1,0,0,0,70,0,2015
2674,Jacksonville,,265,1,0,0,0,69.97,-0.03,2015
2675,Morgan State,,266,1,0,0,0,69.97,-0.03,2015
2676,North Carolina A&T,,267,1,0,0,0,69.97,-0.03,2015
2677,Albany,,268,2,0,0,0,69.97,-0.06,2015
2648,UMass Lowell,,,1,0,0,,0,0,2015
2649,Eastern Illinois,,,1,0,0,0,70,0,2015
2650,Stetson,,,1,0,0,,0,0,2015
2651,Sacred Heart,,,2,0,0,,0,0,2015
2652,Valdosta State,,,1,0,0,0,70,0,2015
2653,Trinity (Texas),,,1,0,0,0,70,0,2015
2654,Drake,,,1,0,0,,0,0,2015
2655,Arkansas-Pine Bluff,,,2,0,0,,0,0,2015
2656,Northwest Missouri State,,,2,0,0,0,70,0,2015
2657,Mercyhurst College,,,1,0,0,,0,0,2015
2658,Southern University,,,2,0,0,,0,0,2015
2659,Lenoir-Rhyne,,,1,0,0,,0,0,2015
2660,Campbell,,,1,0,0,0,70,0,2015
2661,Wagner,,,1,0,0,0,70,0,2015
2662,Bemidji State,,,1,0,0,0,70,0,2015
2663,Virginia Military Institute,,,1,0,0,,0,0,2015
2664,Morehead State,,,1,0,0,0,70,0,2015
2665,Tusculum,,,1,0,0,,0,0,2015
2666,Brown,,,2,0,0,,0,0,2015
2667,Pennsylvania,,,1,0,0,0,70,0,2015
2668,Angelo State,,,2,0,0,,0,0,2015
2669,Bentley,,,18,0,0,,0,0,2015
2670,Bryant,,,2,0,0,0,70,0,2015
2621,West Virginia State,,,1,0,0,1,80.99,10.99,2015
2609,University of Charleston,,,1,0,0,1,83.33,13.33,2015
2601,Texas A&M Commerce,,,2,0,0,1,78.07,16.15,2015
2630,IUP,,,1,0,0,0,78.89,8.89,2015
2631,Gallaudet,,,1,0,0,0,78.89,8.89,2015
2626,Minnesota State Mankato,,,2,0,0,0,74.81,9.62,2015
2678,Alabama,SEC,1,25,3,14,8,92.54,302.04,2016
2679,LSU,SEC,2,27,2,16,9,91.35,295.03,2016
2680,Florida State,ACC,3,25,1,17,7,91.71,294.83,2016
2681,Ohio State,Big-Ten,4,25,1,17,7,91.56,289.12,2016
2682,Ole Miss,SEC,5,26,3,12,11,90.42,281.69,2016
2683,Georgia,SEC,6,23,3,11,9,90.77,281.31,2016
2684,Texas,Big-12,7,29,0,16,13,90.07,280.66,2016
2685,Michigan,Big-Ten,8,28,1,13,14,89.86,280.38,2016
2686,Auburn,SEC,9,24,1,12,11,90.65,275.14,2016
2687,USC,Pac-12,10,21,2,12,7,91,273.71,2016
2688,Clemson,ACC,11,21,1,11,8,90.3,271.16,2016
2689,Florida,SEC,12,25,0,9,16,88.72,260.96,2016
2690,UCLA,Pac-12,13,28,1,9,17,88.34,259.06,2016
2691,Tennessee,SEC,14,23,0,10,13,89.12,253.94,2016
2692,Notre Dame,Ind.,15,23,0,10,13,89,249.43,2016
2693,Stanford,Pac-12,16,25,0,9,13,87.31,245.82,2016
2694,Michigan State,Big-Ten,17,20,0,9,11,88.87,239.13,2016
2695,Texas A&M,SEC,18,21,0,8,13,88.7,238.94,2016
2696,Oklahoma,Big-12,19,21,1,9,11,88.49,238.73,2016
2697,Penn State,Big-Ten,20,20,1,7,11,88.08,237.79,2016
2698,TCU,Big-12,21,23,0,9,14,88.25,235.79,2016
2699,Miami,ACC,22,19,0,9,10,88.63,231.78,2016
2700,Arkansas,SEC,23,22,1,5,16,86.69,219.34,2016
2701,Arizona State,Pac-12,24,21,0,5,16,87.03,217.62,2016
2702,South Carolina,SEC,25,27,0,6,20,86.02,216.77,2016
2703,Nebraska,Big-Ten,26,21,0,4,16,86.86,216.76,2016
2704,Oregon,Pac-12,27,21,0,6,15,87.06,216.42,2016
2705,Mississippi State,SEC,28,20,1,2,17,87.08,211.11,2016
2706,Washington,Pac-12,29,17,0,7,10,87.42,209.87,2016
2707,Pittsburgh,ACC,30,25,0,3,21,85.63,209.23,2016
2708,California,Pac-12,31,27,1,1,25,85.09,207.8,2016
2709,North Carolina,ACC,32,27,0,1,26,85.79,204.83,2016
2710,Duke,ACC,33,22,0,2,20,86.04,204.67,2016
2711,Kentucky,SEC,34,26,0,3,23,85.04,204.07,2016
2712,Wisconsin,Big-Ten,35,26,0,3,22,84.96,202.85,2016
2713,Houston,AAC,36,19,1,3,14,85.62,201.5,2016
2714,Utah,Pac-12,37,30,0,3,23,84.45,200.66,2016
2715,Louisville,ACC,38,25,0,2,22,84.56,196.02,2016
2716,West Virginia,Big-12,39,28,0,3,21,83.08,194.45,2016
2717,Baylor,Big-12,40,17,0,2,13,86.03,191.99,2016
2718,Maryland,Big-Ten,41,22,0,3,16,84.23,190.15,2016
2719,Virginia Tech,ACC,42,23,0,1,22,84.85,190.06,2016
2720,Missouri,SEC,43,20,0,2,18,85.05,188.37,2016
2721,Texas Tech,Big-12,44,26,0,2,23,84,184.64,2016
2722,Oklahoma State,Big-12,45,22,0,1,21,84.67,184.33,2016
2723,Minnesota,Big-Ten,46,22,0,1,19,83.91,182.22,2016
2724,Iowa,Big-Ten,47,24,0,0,24,84.25,181.39,2016
2725,Arizona,Pac-12,48,19,0,2,14,84.08,180.42,2016
2726,BYU,Ind.,49,24,0,2,17,83.07,177.85,2016
2727,NC State,ACC,50,23,0,0,22,83.58,177.67,2016
2728,Marshall,C-USA,51,32,0,2,15,81.1,176.55,2016
2729,Northwestern,Big-Ten,52,20,0,0,20,84.53,174.91,2016
2730,Indiana,Big-Ten,53,21,0,0,20,83.67,172.23,2016
2731,Vanderbilt,SEC,54,21,0,1,18,83.41,171.54,2016
2732,Iowa State,Big-12,55,29,0,0,25,82.49,170.58,2016
2733,Washington State,Pac-12,56,27,0,0,23,82.96,169.74,2016
2734,Wake Forest,ACC,57,22,0,0,19,83.19,169.4,2016
2735,Oregon State,Pac-12,58,23,0,1,21,82.95,169.17,2016
2736,Temple,AAC,59,26,0,1,16,81.58,167.55,2016
2737,Georgia Tech,ACC,60,19,0,0,15,83.22,167.13,2016
2738,Memphis,AAC,61,24,0,0,18,81.81,165.98,2016
2739,Syracuse,ACC,62,21,0,0,19,83.45,165.15,2016
2740,Virginia,ACC,63,25,0,0,23,82.51,164.95,2016
2741,Rutgers,Big-Ten,64,19,0,1,13,82.86,163.8,2016
2742,UCF,AAC,65,21,0,0,19,82.62,162.22,2016
2743,USF,AAC,66,16,0,1,15,84.06,161.21,2016
2744,Western Michigan,MAC,67,27,0,0,19,81.68,160.72,2016
2745,Boise State,M-West,68,28,0,0,26,82.28,160.66,2016
2746,Colorado,Pac-12,69,17,0,1,15,83.53,160.42,2016
2747,Kansas,Big-12,70,20,0,1,14,82.19,159.19,2016
2748,UAB,C-USA,71,41,0,0,19,79.73,158.61,2016
2749,Kansas State,Big-12,72,20,0,0,16,82.08,155.49,2016
2750,Illinois,Big-Ten,73,26,0,0,19,81.26,153.64,2016
2751,Cincinnati,AAC,74,21,0,0,19,81.97,152.74,2016
2752,SMU,AAC,75,25,0,0,17,81.42,152.27,2016
2753,Colorado State,M-West,76,25,0,0,16,80.94,150.5,2016
2754,Georgia Southern,SBC,77,28,0,0,15,80.32,149.4,2016
2755,Boston College,ACC,78,19,0,0,15,81.81,146.69,2016
2756,East Carolina,AAC,79,25,0,0,16,80.22,146.62,2016
2757,Purdue,Big-Ten,80,23,0,0,17,81.13,145.09,2016
2758,UNLV,M-West,81,28,0,0,12,79.37,142.78,2016
2759,San Diego State,M-West,82,24,0,0,14,80.19,141.93,2016
2760,New Mexico,M-West,83,25,0,0,12,79.99,141.76,2016
2761,San Jose State,M-West,84,20,0,0,13,80.46,137.84,2016
2762,Fresno State,M-West,85,23,0,0,12,80.17,137.22,2016
2763,Massachusetts,Ind.,86,27,0,0,12,79.59,136.04,2016
2764,South Alabama,SBC,87,26,0,0,9,79.08,134.08,2016
2765,Toledo,MAC,88,23,0,0,11,79.92,132.92,2016
2766,Florida Atlantic,C-USA,89,20,0,0,9,80.18,132.74,2016
2767,Arkansas State,SBC,90,23,0,0,8,79.65,132.18,2016
2768,Navy,AAC,91,46,0,0,12,78.17,132.07,2016
2769,Utah State,M-West,92,21,0,0,10,80.06,130.65,2016
2770,Miami (OH),MAC,93,23,0,0,10,79.65,129.79,2016
2771,Louisiana Tech,C-USA,94,21,0,0,10,79.26,128.91,2016
2772,Tulsa,AAC,95,20,0,0,10,79.98,128.52,2016
2773,Middle Tennessee State,C-USA,96,22,0,0,10,79.55,128.26,2016
2774,Tulane,AAC,97,22,0,0,9,79.56,127.78,2016
2775,Troy,SBC,98,29,0,0,7,78.54,127.73,2016
2776,Connecticut,Ind.,99,17,0,0,10,80.19,126.83,2016
2777,Southern Miss,C-USA,100,20,0,0,9,79.65,126.05,2016
2778,Western Kentucky,C-USA,101,18,0,0,8,80.13,124.1,2016
2779,North Texas,C-USA,102,21,0,0,6,78.96,122.36,2016
2780,UTSA,C-USA,103,18,0,0,8,79.11,120.32,2016
2781,FIU,C-USA,104,26,0,0,5,78.37,119.8,2016
2782,Nevada,M-West,105,22,0,0,8,78.16,118.76,2016
2783,Louisiana,SBC,106,23,0,0,6,78.46,115.83,2016
2784,Central Michigan,MAC,107,17,0,0,7,79.2,112.52,2016
2785,Hawaii,M-West,108,16,0,0,7,78.95,111.87,2016
2786,Appalachian State,SBC,109,24,0,0,5,78.2,111.72,2016
2787,Texas State,SBC,110,23,0,0,8,78.38,111.71,2016
2788,Bowling Green,MAC,111,19,0,0,5,78.68,111.58,2016
2789,Northern Illinois,MAC,112,22,0,0,4,78.25,111.4,2016
2790,Ball State,MAC,113,22,0,0,6,78.35,110.91,2016
2791,Air Force,M-West,114,40,0,0,4,77.33,110.9,2016
2792,Ohio,MAC,115,25,0,0,5,77.88,109.82,2016
2793,Wyoming,M-West,116,25,0,0,6,77.7,109.65,2016
2794,Army,Ind.,117,56,0,0,5,77.09,108.9,2016
2795,Buffalo,MAC,118,18,0,0,5,78.53,107.51,2016
2796,Charlotte,C-USA,119,16,0,0,5,78.65,106.83,2016
2797,Old Dominion,C-USA,120,25,0,0,2,77.95,106.63,2016
2798,Eastern Michigan,MAC,121,22,0,0,5,77.62,102.89,2016
2799,Yale,,122,12,0,0,6,80.22,102.29,2016
2800,Idaho,,123,27,0,0,4,77.16,101.42,2016
2801,Louisiana-Monroe,SBC,124,19,0,0,4,77.88,99.51,2016
2802,UTEP,C-USA,125,24,0,0,3,77.54,99.39,2016
2803,Coastal Carolina,SBC,126,20,0,0,4,75.81,97.11,2016
2804,Georgia State,SBC,127,19,0,0,3,77.6,96.32,2016
2805,New Mexico State,Ind.,128,21,0,0,3,77.24,94.49,2016
2806,Rice,C-USA,129,18,0,0,2,77.8,93.86,2016
2807,Columbia,,130,13,0,0,6,78.34,90.67,2016
2808,Kent State,MAC,131,16,0,0,1,77.2,82.77,2016
2809,Akron,MAC,132,12,0,0,2,78.27,82.29,2016
2810,Tennessee State,,133,10,0,0,4,79.19,81.09,2016
2811,Stephen F. Austin,,134,25,0,0,2,73.53,79.35,2016
2812,Lamar,,135,13,0,0,2,77.38,79.32,2016
2813,North Dakota State,,136,15,0,0,1,76.95,77.25,2016
2814,Montana,,137,11,0,0,3,78.1,75.88,2016
2815,Northern Arizona,,138,13,0,0,2,77.35,75.01,2016
2816,Harvard,,139,9,0,0,4,79.19,74.84,2016
2817,Sam Houston State,,140,9,0,0,2,78.63,69.3,2016
2818,UC Davis,,141,9,0,0,3,78.53,69.2,2016
2819,Northern Iowa,,142,11,0,0,3,77.04,68.3,2016
2820,Abilene Christian,,143,9,0,0,2,78.35,67.95,2016
2821,Austin Peay,,144,12,0,0,0,76.93,67.88,2016
2822,Eastern Washington,,145,8,0,0,2,78.75,64.63,2016
2823,Samford,,146,18,0,0,2,73.95,64.62,2016
2824,Florida A&M,,147,8,0,0,2,78.4,63.31,2016
2825,Central Arkansas,,148,8,0,0,2,78.48,62.3,2016
2826,South Dakota State,,149,9,0,0,3,77.18,61.31,2016
2827,Grand Valley State,,150,16,0,0,0,74.58,60.25,2016
2828,Jacksonville State,,151,5,0,0,4,81.94,58.06,2016
2829,Richmond,,152,8,0,0,2,77.68,57.89,2016
2830,Northern Colorado,,153,10,0,0,3,75.86,56.31,2016
2831,Eastern Kentucky,,154,10,0,0,1,76.12,56.1,2016
2832,Bethune-Cookman,,155,7,0,0,1,78.49,56.07,2016
2833,James Madison,,156,9,0,0,1,76.78,55.72,2016
2834,Southeast Missouri State,,157,6,0,0,4,79.46,55.17,2016
2835,Pennsylvania,,158,8,0,0,1,77.12,53.42,2016
2836,South Dakota,,159,10,0,0,0,75.47,49.75,2016
2837,Tennessee Tech,,160,11,0,0,1,74.7,49.02,2016
2838,Weber State,,161,6,0,0,2,78.39,48.18,2016
2839,Western Carolina,,162,6,0,0,2,78.34,47.73,2016
2840,McNeese State,,163,6,0,0,3,78.02,46.78,2016
2841,Wofford,,164,8,0,0,0,76.27,46.72,2016
2842,Montana State,,165,8,0,0,1,76.25,46.61,2016
2843,Youngstown State,,166,5,0,0,3,79.41,46.34,2016
2844,Portland State,,167,7,0,0,1,76.9,46.18,2016
2845,Rhode Island,,168,5,0,0,2,79.5,46.14,2016
2846,Idaho State,,169,8,0,0,0,76.11,45.42,2016
2847,Furman,,170,14,0,0,2,73.37,45.22,2016
2848,Murray State,,171,7,0,0,2,76.25,42.71,2016
2849,Dartmouth,,172,7,0,0,1,76.25,42.51,2016
2850,Princeton,,173,4,0,0,2,80.75,42.21,2016
2851,Nicholls State,,174,5,0,0,2,78.65,41.98,2016
2852,Southeastern Louisiana,,175,7,0,0,1,76.03,40.99,2016
2853,Indiana State,,176,7,0,0,2,75.71,39.37,2016
2854,Southern Utah,,177,5,0,0,1,77.84,38.01,2016
2855,Lehigh,,178,6,0,0,1,76.49,37.73,2016
2856,Towson,,179,4,0,0,2,79.52,37.47,2016
2857,Liberty,Ind.,180,6,0,0,1,76.14,35.65,2016
2858,Northwestern State,,181,5,0,0,0,77.3,35.3,2016
2859,Illinois State,,182,6,0,0,1,75.92,34.92,2016
2860,Chattanooga,,183,4,0,0,1,78.67,34.03,2016
2861,Delaware,,184,5,0,0,1,76.63,32.74,2016
2862,Jackson State,,185,4,0,0,1,78.07,31.8,2016
2863,Villanova,,186,5,0,0,2,76.24,30.97,2016
2864,Mercer,,187,13,0,0,1,72.32,29.96,2016
2865,Prairie View A&M,,188,4,0,0,0,77.53,29.53,2016
2866,Cal Poly,,189,4,0,0,0,77.5,29.43,2016
2867,Gardner-Webb,,190,4,0,0,0,77.45,29.25,2016
2868,William & Mary,,191,7,0,0,1,73.99,27.71,2016
2869,South Carolina State,,192,3,0,0,1,79.29,27.65,2016
2870,Missouri State,,193,4,0,0,0,76.98,27.34,2016
2871,Southern University,,194,3,0,0,1,78.89,26.44,2016
2872,Alabama State,,195,3,0,0,1,78.75,26.02,2016
2873,Alcorn State,,196,3,0,0,1,78.57,25.55,2016
2874,Stony Brook,,197,4,0,0,1,76.39,25.36,2016
2875,Albany,,198,4,0,0,1,76.38,25.3,2016
2876,Eastern Illinois,,199,3,0,0,1,78.45,25.15,2016
2877,North Carolina Central,,200,4,0,0,0,76.33,24.82,2016
2878,Charleston Southern,,201,5,0,0,0,74.95,24.29,2016
2879,Savannah State,,202,3,0,0,1,78.15,24.24,2016
2880,North Dakota,,203,8,0,0,0,72.82,21.96,2016
2881,Robert Morris,,204,3,0,0,1,77.04,21.06,2016
2882,San Diego,,205,3,0,0,0,77.04,20.91,2016
2883,Virginia Military Institute,,206,3,0,0,0,76.77,20.11,2016
2884,Kennesaw State,,207,18,0,0,1,71.11,20,2016
2885,Georgetown,,208,3,0,0,1,76.67,19.96,2016
2886,Delaware State,,209,3,0,0,1,76.66,19.92,2016
2887,Bucknell,,210,3,0,0,0,76.43,19.13,2016
2888,Fordham,,211,3,0,0,1,76.39,19.12,2016
2889,Valdosta State,,212,2,0,0,1,79.44,18.84,2016
2890,Holy Cross,,213,2,0,0,1,79.43,18.82,2016
2892,Presbyterian,,215,4,0,0,0,74.44,17.72,2016
2893,Norfolk State,,216,2,0,0,1,78.36,16.68,2016
2894,Southern Illinois,,217,4,0,0,1,74.17,16.63,2016
2895,Hampton,,218,3,0,0,0,75.22,15.61,2016
2896,Elon,,219,3,0,0,0,75.22,15.61,2016
2897,Morehead State,,220,3,0,0,0,75.19,15.51,2016
2898,Colgate,,221,3,0,0,0,75.19,15.51,2016
2899,New Hampshire,,222,3,0,0,0,74.89,14.63,2016
2900,North Carolina A&T,,223,2,0,0,0,77.32,14.61,2016
2901,Lafayette,,224,2,0,0,0,77.24,14.44,2016
2902,Central Washington,,225,2,0,0,0,76.67,13.29,2016
2903,Washburn,,226,2,0,0,0,76.67,13.29,2016
2906,Angelo State,,229,1,0,0,1,83,13,2016
2907,Texas A&M-Kingsville,,230,2,0,0,0,76.45,12.86,2016
2908,Sacred Heart,,231,1,0,0,1,82.5,12.5,2016
2909,Cornell,,232,1,0,0,1,82.21,12.21,2016
2910,UT Martin,,233,2,0,0,0,75.99,11.94,2016
2911,Western Illinois,,234,3,0,0,1,73.76,11.29,2016
2912,Wayne State,,235,1,0,0,1,81.11,11.11,2016
2913,Brown,,236,1,0,0,1,80.69,10.69,2016
2914,Northwestern Oklahoma State,,237,1,0,0,1,80.52,10.52,2016
2915,Saginaw Valley State,,238,3,0,0,0,73.32,9.95,2016
2916,Houston Baptist,,239,1,0,0,1,79.95,9.95,2016
2917,Incarnate Word,,240,3,0,0,0,73.01,9.03,2016
2918,Monmouth,,241,3,0,0,0,72.94,8.82,2016
2919,Alabama A&M,,242,1,0,0,0,78.42,8.42,2016
2920,The Citadel,,243,3,0,0,0,72.56,7.67,2016
2921,Campbell,,244,1,0,0,0,76.67,6.67,2016
2922,Florida Tech,,245,1,0,0,0,76.67,6.67,2016
2923,Morgan State,,246,1,0,0,0,76.67,6.67,2016
2924,Emporia State,,247,1,0,0,0,76.67,6.67,2016
2925,Texas Southern,,248,1,0,0,0,76.67,6.67,2016
2926,Northwest Missouri State,,249,1,0,0,0,76.67,6.67,2016
2928,Northern State,,251,1,0,0,0,76.67,6.67,2016
